CODE,STATE,LGA,LAT,LON
OS,Osun,Ife Central,7.983333,5.083333
OS,Osun,Ifedayo,7.983333,5.083333
OS,Osun,Ife East,7.983333,5.083333
OS,Osun,Ifelodun,7.983333,5.083333
OS,Osun,Ife North,7.983333,5.083333
OS,Osun,Ife South,7.983333,5.083333
OS,Osun,Ila,7.983333,5.083333
OS,Osun,Ilesa East,7.983333,5.083333
OS,Osun,Ilesa West,7.983333,5.083333
OS,Osun,Irepodun,7.983333,5.083333
OS,Osun,Irewole,7.983333,5.083333
OS,Osun,Isokan,7.983333,5.083333
OS,Osun,Iwo,7.983333,5.083333
OS,Osun,Obokun,7.983333,5.083333
OS,Osun,Odo-otin,7.983333,5.083333
OS,Osun,Ola-oluwa,7.983333,5.083333
OS,Osun,Olorunda,7.983333,5.083333
OS,Osun,Oriade,7.983333,5.083333
OS,Osun,Orolu,7.983333,5.083333
OS,Osun,Osogbo,7.983333,5.083333
OY,Oyo,Afijio,7.837154,3.934652
OY,Oyo,Akinyele,7.837154,3.934652
OY,Oyo,Atiba,7.837154,3.934652
OY,Oyo,Atisbo,7.837154,3.934652
OY,Oyo,Egbeda,7.837154,3.934652
OY,Oyo,Ibadan North,7.837154,3.934652
OY,Oyo,Ibadan North East,7.837154,3.934652
OY,Oyo,Ibadan North West,7.837154,3.934652
OY,Oyo,Ibadan South-east,7.837154,3.934652
OY,Oyo,Ibadan South West,7.837154,3.934652
OY,Oyo,Ibarapa Central,7.837154,3.934652
OY,Oyo,Ibarapa East,7.837154,3.934652
OY,Oyo,Ibarapa North,7.837154,3.934652
OY,Oyo,Ido,7.837154,3.934652
OY,Oyo,Irepo,7.837154,3.934652
OY,Oyo,Iseyin,7.837154,3.934652
OY,Oyo,Itesiwaju,7.837154,3.934652
OY,Oyo,Iwajowa,7.837154,3.934652
OY,Oyo,Kajola,7.837154,3.934652
OY,Oyo,Lagelu,7.837154,3.934652
OY,Oyo,Ogbomoso North,7.837154,3.934652
OY,Oyo,Ogbomoso South,7.837154,3.934652
OY,Oyo,Ogo-oluwa,7.837154,3.934652
OY,Oyo,Olorunsogo,7.837154,3.934652
OY,Oyo,Oluyole,7.837154,3.934652
OY,Oyo,Ona-ara,7.837154,3.934652
OY,Oyo,Oorelope,7.837154,3.934652
OY,Oyo,Ori Ire,7.837154,3.934652
OY,Oyo,Oyo East,7.837154,3.934652
OY,Oyo,Oyo West,7.837154,3.934652
OY,Oyo,Saki East,7.837154,3.934652
OY,Oyo,Saki West,7.837154,3.934652
OY,Oyo,Surulere,7.837154,3.934652
PL,Plateau,Jos North,9.2350817,9.7232673
PL,Plateau,Barikin Ladi,9.2350817,9.7232673
PL,Plateau,Bassa,9.2350817,9.7232673
PL,Plateau,Bokkos,9.2350817,9.7232673
PL,Plateau,Jos East,9.2350817,9.7232673
PL,Plateau,Jos South,9.2350817,9.7232673
PL,Plateau,Kanam,9.2350817,9.7232673
PL,Plateau,Kanke,9.2350817,9.7232673
PL,Plateau,Langtang North,9.2350817,9.7232673
PL,Plateau,Langtang South,9.2350817,9.7232673
PL,Plateau,Mangu,9.2350817,9.7232673
PL,Plateau,Mikang,9.2350817,9.7232673
PL,Plateau,Pankshin,9.2350817,9.7232673
PL,Plateau,QUA'AN PAN,9.2350817,9.7232673
PL,Plateau,Riyom,9.2350817,9.7232673
PL,Plateau,Shendam,9.2350817,9.7232673
PL,Plateau,Wase,9.2350817,9.7232673
RV,Rivers,Abua-odual,4.8580767,6.9209135
RV,Rivers,Ahoada East,4.8580767,6.9209135
RV,Rivers,Ahoada West,4.8580767,6.9209135
RV,Rivers,Akuku Toru,4.8580767,6.9209135
RV,Rivers,Andoni,4.8580767,6.9209135
RV,Rivers,Asari-toru,4.8580767,6.9209135
RV,Rivers,Bonny,4.8580767,6.9209135
RV,Rivers,Degema,4.8580767,6.9209135
RV,Rivers,Eleme,4.8580767,6.9209135
RV,Rivers,Emohua,4.8580767,6.9209135
RV,Rivers,Etche,4.8580767,6.9209135
RV,Rivers,Gokana,4.8580767,6.9209135
RV,Rivers,Ikwerre,4.8580767,6.9209135
RV,Rivers,Khana,4.8580767,6.9209135
RV,Rivers,Obio/akpor,4.8580767,6.9209135
RV,Rivers,Ogba/egbema/ndoni,4.8580767,6.9209135
RV,Rivers,Ogu/bolo,4.8580767,6.9209135
RV,Rivers,Okrika,4.8580767,6.9209135
RV,Rivers,Omuma,4.8580767,6.9209135
RV,Rivers,Opobo/nekoro,4.8580767,6.9209135
RV,Rivers,Oyigbo,4.8580767,6.9209135
RV,Rivers,Port Harcourt,4.8580767,6.9209135
RV,Rivers,Tai,4.8580767,6.9209135
SO,Sokoto,Binji,13.0666667,5.2333333
SO,Sokoto,Bodinga,13.0666667,5.2333333
SO,Sokoto,Dange/shuni,13.0666667,5.2333333
SO,Sokoto,Gada,13.0666667,5.2333333
SO,Sokoto,Goronyo,13.0666667,5.2333333
SO,Sokoto,Gudu,13.0666667,5.2333333
SO,Sokoto,Gwadabawa,13.0666667,5.2333333
SO,Sokoto,Illela,13.0666667,5.2333333
SO,Sokoto,Isa,13.0666667,5.2333333
SO,Sokoto,Kware,13.0666667,5.2333333
SO,Sokoto,Kebbe,13.0666667,5.2333333
SO,Sokoto,Rabah,13.0666667,5.2333333
SO,Sokoto,S/birni,13.0666667,5.2333333
SO,Sokoto,Shagari,13.0666667,5.2333333
SO,Sokoto,Silame,13.0666667,5.2333333
SO,Sokoto,Sokoto North,13.0666667,5.2333333
SO,Sokoto,Sokoto South,13.0666667,5.2333333
SO,Sokoto,Tambuwal,13.0666667,5.2333333
SO,Sokoto,Tangaza,13.0666667,5.2333333
SO,Sokoto,Tureta,13.0666667,5.2333333
SO,Sokoto,Wamakko,13.0666667,5.2333333
SO,Sokoto,Wurno,13.0666667,5.2333333
SO,Sokoto,Yabo,13.0666667,5.2333333
TR,Taraba,Ardo - Kola,7.9868755,10.9807003
TR,Taraba,Bali,7.9868755,10.9807003
TR,Taraba,Donga,7.9868755,10.9807003
TR,Taraba,Gashaka,7.9868755,10.9807003
TR,Taraba,Gassol,7.9868755,10.9807003
TR,Taraba,Ibi,7.9868755,10.9807003
TR,Taraba,Jalingo,7.9868755,10.9807003
TR,Taraba,Karim-lamido,7.9868755,10.9807003
TR,Taraba,Kurmi,7.9868755,10.9807003
TR,Taraba,Lau,7.9868755,10.9807003
TR,Taraba,Sardauna,7.9868755,10.9807003
TR,Taraba,Takum,7.9868755,10.9807003
TR,Taraba,Ussa,7.9868755,10.9807003
TR,Taraba,Wukari,7.9868755,10.9807003
TR,Taraba,Yorro,7.9868755,10.9807003
TR,Taraba,Zing,7.9868755,10.9807003
YB,Yobe,Bade,12.1871412,11.7068294
YB,Yobe,Bursari,12.1871412,11.7068294
YB,Yobe,Damaturu,12.1871412,11.7068294
YB,Yobe,Fika,12.1871412,11.7068294
YB,Yobe,Fune,12.1871412,11.7068294
YB,Yobe,Geidam,12.1871412,11.7068294
YB,Yobe,Gujba,12.1871412,11.7068294
YB,Yobe,Gulani,12.1871412,11.7068294
YB,Yobe,Jakusko,12.1871412,11.7068294
YB,Yobe,Karasawa,12.1871412,11.7068294
YB,Yobe,Machina,12.1871412,11.7068294
YB,Yobe,Nangere,12.1871412,11.7068294
YB,Yobe,Nguru,12.1871412,11.7068294
YB,Yobe,Potiskum,12.1871412,11.7068294
YB,Yobe,Tarmuwa,12.1871412,11.7068294
YB,Yobe,Yunusari,12.1871412,11.7068294
YB,Yobe,Yusufari,12.1871412,11.7068294
ZM,Zamfara,Anka,12.1844159,6.2375947
ZM,Zamfara,Bakura,12.1844159,6.2375947
ZM,Zamfara,Birnin Magaji,12.1844159,6.2375947
ZM,Zamfara,Bukkuyum,12.1844159,6.2375947
ZM,Zamfara,Bungudu,12.1844159,6.2375947
ZM,Zamfara,Gummi,12.1844159,6.2375947
ZM,Zamfara,Gusau,12.1844159,6.2375947
ZM,Zamfara,Kaura Namoda,12.1844159,6.2375947
ZM,Zamfara,Maradun,12.1844159,6.2375947
ZM,Zamfara,Maru,12.1844159,6.2375947
ZM,Zamfara,Shinkafi,12.1844159,6.2375947
ZM,Zamfara,Talata Mafara,12.1844159,6.2375947
ZM,Zamfara,Tsafe,12.1844159,6.2375947
ZM,Zamfara,Zurmi,12.1844159,6.2375947
