STATE,LGA,LAT,LON
"Sokoto","S/birni","13.0666667","5.2333333"
"Sokoto","Shagari","13.0666667","5.2333333"
"Sokoto","Silame","13.0666667","5.2333333"
"Sokoto","Sokoto North","13.0666667","5.2333333"
"Sokoto","Sokoto South","13.0666667","5.2333333"
"Sokoto","Tambuwal","13.0666667","5.2333333"
"Sokoto","Tangaza","13.0666667","5.2333333"
"Sokoto","Tureta","13.0666667","5.2333333"
"Sokoto","Wamakko","13.0666667","5.2333333"
"Sokoto","Wurno","13.0666667","5.2333333"
"Sokoto","Yabo","13.0666667","5.2333333"
"Taraba","Ardo - Kola","7.9868755","10.9807003"
"Taraba","Bali","7.9868755","10.9807003"
"Taraba","Donga","7.9868755","10.9807003"
"Taraba","Gashaka","7.9868755","10.9807003"
"Taraba","Gassol","7.9868755","10.9807003"
"Taraba","Ibi","7.9868755","10.9807003"
"Taraba","Jalingo","7.9868755","10.9807003"
"Taraba","Karim-lamido","7.9868755","10.9807003"
"Taraba","Kurmi","7.9868755","10.9807003"
"Taraba","Lau","7.9868755","10.9807003"
"Taraba","Sardauna","7.9868755","10.9807003"
"Taraba","Takum","7.9868755","10.9807003"
"Taraba","Ussa","7.9868755","10.9807003"
"Taraba","Wukari","7.9868755","10.9807003"
"Taraba","Yorro","7.9868755","10.9807003"
"Taraba","Zing","7.9868755","10.9807003"
"Yobe","Bade","12.1871412","11.7068294"
"Yobe","Bursari","12.1871412","11.7068294"
"Yobe","Damaturu","12.1871412","11.7068294"
"Yobe","Fika","12.1871412","11.7068294"
"Yobe","Fune","12.1871412","11.7068294"
"Yobe","Geidam","12.1871412","11.7068294"
"Yobe","Gujba","12.1871412","11.7068294"
"Yobe","Gulani","12.1871412","11.7068294"
"Yobe","Jakusko","12.1871412","11.7068294"
"Yobe","Karasawa","12.1871412","11.7068294"
"Yobe","Machina","12.1871412","11.7068294"
"Yobe","Nangere","12.1871412","11.7068294"
"Yobe","Nguru","12.1871412","11.7068294"
"Yobe","Potiskum","12.1871412","11.7068294"
"Yobe","Tarmuwa","12.1871412","11.7068294"
"Yobe","Yunusari","12.1871412","11.7068294"
"Yobe","Yusufari","12.1871412","11.7068294"
"Zamfara","Anka","12.1844159","6.2375947"
"Zamfara","Bakura","12.1844159","6.2375947"
"Zamfara","Birnin Magaji","12.1844159","6.2375947"
"Zamfara","Bukkuyum","12.1844159","6.2375947"
"Zamfara","Bungudu","12.1844159","6.2375947"
"Zamfara","Gummi","12.1844159","6.2375947"
"Zamfara","Gusau","12.1844159","6.2375947"
"Zamfara","Kaura Namoda","12.1844159","6.2375947"
"Zamfara","Maradun","12.1844159","6.2375947"
"Zamfara","Maru","12.1844159","6.2375947"
"Zamfara","Shinkafi","12.1844159","6.2375947"
"Zamfara","Talata Mafara","12.1844159","6.2375947"
"Zamfara","Tsafe","12.1844159","6.2375947"
"Zamfara","Zurmi","12.1844159","6.2375947"
